title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
The Newton Boys,1998-03-26,1998,2.917013,44.0,5.9,"['Matthew McConaughey', 'Skeet Ulrich', 'Ethan Hawke', ""Vincent D'Onofrio"", 'Gail Cronauer', 'Jena Karam', 'Julianna Margulies', 'Casey McAuliffe', 'Dwight Yoakam', 'Charles Gunning', 'Regina Mae Matthews', 'Becket Gremmels', 'Lew Temple', 'Glynn Williams', ""Charles 'Chip' Bray"", 'Ken Farmer']",Richard Linklater,27000000.0,76000000.0,2.814814814814815
The Pledge,2001-01-09,2001,12.806634,221.0,6.6,"['Jack Nicholson', 'Aaron Eckhart', 'Helen Mirren', 'Robin Wright', 'Vanessa Redgrave', 'Sam Shepard', 'Benicio del Toro', 'Mickey Rourke', 'Harry Dean Stanton', 'Patricia Clarkson', 'Dale Dickey', 'Tom Noonan', 'Adrien Dorval', ""Michael O'Keefe"", 'Beau Daniels', 'Wendy Morrow Donaldson']",Sean Penn,35000000.0,29400000.0,0.84
Two Rabbits,2012-01-20,2012,2.315249,39.0,7.1,"['Fernando Alves Pinto', 'Alessandra Negrini', 'Caco Ciocler', 'Marat Descartes', 'Djair Guilherme', 'Roberto Marchese', 'Aldine Muller', 'Thaíde', 'Thogun', 'Neco Villa Lobos', 'Carlos de Niggro', 'Charles Paraventi']",Afonso Poyart,2000000.0,1620436.0,0.810218
Paul Blart: Mall Cop 2,2015-04-16,2015,17.02038,576.0,5.0,"['Kevin James', 'Raini Rodriguez', 'Eduardo Verástegui', 'Daniella Alonso', 'Neal McDonough', 'David Henrie', 'D.B. Woodside', 'Nicholas Turturro', 'Loni Love', 'Gary Valentine', 'Ana Gasteyer', 'Shelly Desai', 'Steffiana De La Cruz', 'Adhir Kalyan', 'Bob Clendenin', 'Shirley Knight', 'Vic Dibitetto', 'Megan Fabyan Campbell', 'Leif Manson', 'Jared Sandler', 'Jackie Sandler', 'Bas Rutten', 'John Joseph', 'Geovanni Gopradi', 'Chelsea Vincent', 'Leif Gantvoort', 'Conrad Goode', 'Nico Santos', 'Jackie Benoit', 'Eric Genuis', 'Lauren Ash', 'Steve Wynn', 'Andrea Wynn', 'Nikki Tyler-Flynn', 'Hudson West', 'Greg Vaccariello', 'Chris Monty', 'Paula Trickey', 'Nichelle Hines', 'Chris Titone', 'Joe Childs', 'Lorenzo James Henrie', 'LaToya Tonodeo', 'Ryan Hanna', 'Cory DeMeyers', 'Josh Fried', 'Colby Lemmo', 'Natalia Bair', 'Tamila Bilalova', 'Deana Deatherage', 'Christine Vienna']",Andy Fickman,38000000.0,107597242.0,2.8315063684210524
"The Goods: Live Hard, Sell Hard",2009-08-14,2009,4.603801,58.0,5.4,"['Jeremy Piven', 'Ving Rhames', 'James Brolin', 'David Koechner', 'Kathryn Hahn', 'Ed Helms', 'Jordana Spiro', 'Tony Hale', 'Craig Robinson', 'Ken Jeong', 'Rob Riggle', 'Alan Thicke', 'Charles Napier', 'Jonathan Sadowski', 'Noureen DeWulf', 'Wendie Malick', 'Will Ferrell', 'Nancy Young']",Neal Brennan,10000000.0,0.0,0.0
J. Edgar,2011-11-09,2011,9.529382,766.0,6.0,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson', 'Armie Hammer', 'Naomi Watts', 'Judi Dench', 'Gunner Wright', 'Kaitlyn Dever', 'Adam Driver', 'Ed Westwick', 'Jessica Hecht', 'Josh Lucas', 'Dermot Mulroney', ""Denis O'Hare"", 'Lea Thompson', 'Sadie Calvano', 'Amanda Schull', 'Roberta Bassin', 'Emily Alyn Lind']",Clint Eastwood,35000000.0,84606030.0,2.417315142857143
Precious Cargo,2016-07-15,2016,11.548303,95.0,5.1,"['Bruce Willis', 'Claire Forlani', 'Mark-Paul Gosselaar', 'John Brotherton', 'Lydia Hull', 'Daniel Bernhardt', 'Ashley Kirk', 'Jenna B. Kelly', 'Tyler Jon Olsen', 'Jean Claude Leuyer', 'Nick Loeb']",Max Adams,10500000.0,100659.0,0.009586571428571429
Soulless,2012-10-04,2012,1.823774,25.0,5.5,"['Danila Kozlovsky', 'Artyom Mikhalkov', 'Mikhail Efremov', 'Artur Smolyaninov', 'Mariya Andreeva', 'Sergey Belogolovtsev', 'Igor Voynarovskiy']",Roman Prygunov,2800000.0,13218980.0,4.721064285714286
From Dusk Till Dawn,1996-01-19,1996,15.339153,1644.0,6.9,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks', 'Brenda Hillhouse', 'John Saxon', 'Marc Lawrence', 'Kelly Preston', 'John Hawkes', 'Tito Larriva', 'Peter Atanasoff', 'Johnny Vatos Hernandez', 'Aimee Graham', 'Heidi McNeal', 'Ernest M. Garcia', 'Gregory Nicotero', 'Cristos', 'Mike Moroff', 'Tia Texada', 'Janine Jordae', 'Ungela Brockman', 'Michelle Berube', 'Michael McKay', 'Jake McKinnon', 'Walter Phelan', 'Wayne Toth']",Robert Rodriguez,19000000.0,25836616.0,1.3598218947368421
Whisper,2007-11-27,2007,10.425288,62.0,6.2,"['Blake Woodruff', 'Josh Holloway', 'Sarah Wayne Callies', 'Michael Rooker', 'Julian Christopher', 'Dulé Hill', 'Teryl Rothery', 'Jennifer Shirley', 'Tara Wilson', 'Joel Edgerton', 'John Kapelos', 'Cainan Wiebe', 'Cory Monteith']",Stewart Hendler,12000000.0,5285197.0,0.4404330833333333
Posti in piedi in paradiso,2012-03-02,2012,3.117252,44.0,5.7,"['Carlo Verdone', 'Pierfrancesco Favino', 'Marco Giallini', 'Micaela Ramazzotti', 'Maria Luisa De Crescenzo', 'Nadir Caselli', 'Gabriella Germani', ""Valentina D'Agostino"", 'Giulia Greco', 'Paolo Verdone', 'Nicoletta Romanoff', 'Diane Fleri', 'Roberta Mengozzi', 'Alexis Gilot', 'Corinne Jiga', 'Tezeta Abraham', 'Renato Marchetti', 'Nicola Acunzo', 'Stefania Ventura', 'Massimiliano Carnevale', 'Marco Gandini', 'Andrea Purgatori', 'Cristina Odasso', 'Vanni Corbellini']",Carlo Verdone,10495000.0,0.0,0.0
The Forbidden Kingdom,2008-04-18,2008,6.997601,476.0,6.3,"['Jackie Chan', 'Jet Li', 'Michael Angarano', 'Liu Yifei', 'Li Bingbing', 'Collin Chou', 'Morgan Benoit', 'Thomas McDonell', 'Jack Posobiec', 'Juana Collignon', 'Zhi Ma Gui', 'Shen Shou He', 'Bin Jiang', 'Shaohua Yang', 'Yu Yuan Zeng']",Rob Minkoff,55000000.0,127906624.0,2.325574981818182
Daylight,1996-12-06,1996,11.995799,385.0,5.8,"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen', 'Dan Hedaya', 'Jay O. Sanders', 'Karen Young', 'Danielle Harris', 'Claire Bloom', 'Colin Fox', 'Barry Newman', 'Stan Shaw', 'Vanessa Bell Calloway', 'Sage Stallone', 'Renoly Santiago', 'Trina McGee-Davis', 'Marcello Thedford', 'Mark Rolston', 'Lee Oakes']",Rob Cohen,80000000.0,159212469.0,1.9901558625
The Longest Ride,2015-04-09,2015,10.264416,1083.0,7.3,"['Scott Eastwood', 'Britt Robertson', 'Lolita Davidovich', 'Melissa Benoist', 'Jack Huston', 'Oona Chaplin', 'Alan Alda', 'Amy Parrish', 'Elea Oberon', 'Kate Forbes', 'Tiago Riani', 'Danny Vinson', 'Hayley Lovitt', 'Tracey Bonner', 'Jaret Sears', 'Hunter Burke', 'Evan Taylor Burns', 'Ben Jarvis Dumas', 'Barry J. Ratcliffe']","George Tillman, Jr.",34000000.0,63013281.0,1.853331794117647
Cousins,1989-02-10,1989,7.584638,14.0,5.1,"['Ted Danson', 'Isabella Rossellini', 'Sean Young', 'William Petersen', 'Lloyd Bridges', 'Norma Aleandro', 'Keith Coogan', 'George Coe', 'Katharine Isabelle', 'Alex Bruhanski', 'Stephen E. Miller', 'Gordon Currie', 'Saffron Henderson', 'Michele Goodger', 'Andrea Mann', 'Mark Frank', 'LeRoy Schulz', 'Gloria Harris', 'John Civitarese', 'Kate Danson', 'David Robert', 'John Hurwitz', 'Babs Chula', 'Bernadette Leonard', 'Denalda Williams', 'Margot Pinvidic', 'Tom McBeath', 'Dolores Drake', 'Michael Naxos', 'Lorraine Butler', 'Ann Leong', 'Harold MacDonald', 'Lorena Gale', 'Monica Marko', 'Wes Tritter', 'David W. Rose', 'Sharon Wahl', 'George Goodman', 'Tom Heaton', 'Sheila Paterson', 'Gary Pembroke Allen', 'Antony Holland', 'Cathy Bayer', 'John Paterson', 'Michele Moyier', 'Bill Henderson', 'Jerry Adolphe', 'Geraldo Dominelli', 'Lee Oliphant', 'Rueben Gurr', 'John Lee Mitchell', 'Sean Hosein', 'Doug Elliott', 'Tom Keenlyside', 'Terry Vincent', 'Grant Cepuran', 'Frank Dato', 'Gerry Bean', 'Alexis Ioannidis', 'Gina DeAngeles']",Joel Schumacher,13000000.0,22030000.0,1.6946153846153846
Ran,1985-06-01,1985,12.250232,349.0,7.9,"['Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû', 'Tatsuya Nakadai', 'Mieko Harada', 'Yoshiko Miyazaki', 'Hisashi Igawa', 'Pîtâ', 'Masayuki Yui', 'Kazuo Katô', 'Norio Matsui', 'Toshiya Ito', 'Kenji Kodama', 'Mansai Nomura', 'Takeshi Katô', 'Jun Tazaki', 'Hitoshi Ueki', 'Tokie Kanda', 'Sawako Kochi', 'Reiko Nanjo', 'Kumeko Otowa', 'Heihachiro Suzuki', 'Susumu Terajima', 'Haruko Tôgô']",Akira Kurosawa,11500000.0,4069653.0,0.3538828695652174
Dark Skies,2013-02-21,2013,26.972326,668.0,6.1,"['Keri Russell', 'Josh Hamilton', 'Dakota Goyo', 'J.K. Simmons', 'Trevor St. John', 'Annie Thurman', 'Myndy Crist', 'Ron Ostrow', 'Josh Wingate', 'Kadan Rockett', 'L.J. Benet', 'Rich Hutchman', 'Jake Brennan', 'Tom Costello', 'Marion Kerr', 'Alyvia Alyn Lind', 'Josh Stamberg', 'Tiffany Jeneen', 'Brian Stepanek', 'Judith Moreland', 'Adam Schneider', 'Jessica Borden', 'Kenneth Meseroll', 'Andy Umberger', 'Michael Patrick McGill', 'Alexandra Anthony', 'Scott Anthony']",Scott Stewart,3500000.0,25174316.0,7.192661714285714
Mr. Magoo,1997-12-25,1997,9.474269,75.0,3.9,"['Leslie Nielsen', 'Kelly Lynch', 'Matt Keeslar', 'Nick Chinlund', 'Stephen Tobolowsky', 'Emie Hudson', 'Jennifer Garner', 'Malcolm McDowell', 'Miguel Ferrer', 'L. Harvey Gold', 'Art Irizawa', 'John Tierney', 'Terence Kelly', 'Dolores Drake']",Stanley Tong,30000000.0,0.0,0.0
The Union: The Business Behind Getting High,2007-05-08,2007,2.058076,26.0,7.2,"['George H. W. Bush', 'George W. Bush', 'Chris Bennett']",Brett Harvey,200000.0,0.0,0.0
Decoys 2: Alien Seduction,2007-03-06,2007,7.522408,13.0,5.4,"['Tyler Johnston', 'Kailin See', 'Kim Poirier', 'Dina Meyer', 'Tobin Bell', 'Corey Sevier', 'Dani Kind']",Jeffery Scott Lando,1500000.0,0.0,0.0
The Texas Chainsaw Massacre 2,1986-08-22,1986,9.501011,142.0,5.8,"['Dennis Hopper', 'Caroline Williams', 'Jim Siedow', 'Bill Moseley', 'Bill Johnson', 'Ken Evert ', 'Harlan Jordan', 'Kirk Sisco', 'James N. Harrell', 'Lou Perryman', 'Kinky Friedman', 'Tobe Hooper']",Tobe Hooper,4700000.0,8025872.0,1.707632340425532
Beyond the Black Rainbow,2010-12-03,2010,4.441525,78.0,5.7,"['Michael Rogers', 'Scott Hylands', 'Marilyn Norry', 'Eva Bourne', 'Rondel Reynoldson', 'Ryley Zinger', 'Gerry South', 'Chris Gauthier', 'Geoffrey Conder']",Panos Cosmatos,1100000.0,0.0,0.0
The Simpsons Movie,2007-07-25,2007,14.302911,2335.0,6.9,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria', 'Harry Shearer', 'Kelsey Grammer', 'Maile Flanagan', 'Pamela Hayden', 'Marcia Wallace', 'Joe Mantegna', 'Tom Hanks', 'Billie Joe Armstrong', 'Mike Dirnt', 'Tre Cool', 'Tress MacNeille', 'Albert Brooks', 'Russi Taylor', 'Karl Wiedergott', 'Maggie Roswell', 'Philip Rosenthal']",David Silverman,75000000.0,527068851.0,7.02758468
A Thousand Words,2012-03-07,2012,5.446745,381.0,6.0,"['Eddie Murphy', 'Allison Janney', 'Cliff Curtis', 'Clark Duke', 'Kerry Washington', 'Emanuel Ragsdale', 'Jill Basey', 'Greg Collins', 'Robert LeQuang', 'Michael G. Wilkinson', 'Lyndsey Nelson', 'Michael Cody Gilbert', 'Lou Saliba', 'Edi Patterson', 'John Gatins', 'Mitchell Fink', 'Tracy Mulholland', 'Ruby Dee', 'Jack McBrayer', 'John Witherspoon', 'Leonard Earl Howze', 'Bethany Dwyer', 'Alain Chabat', 'Sara Holden', 'Lennie Loftin', 'David Burke', 'Jeff Kahn', 'Matt Winston', 'Philip Pavel', 'Raquel Bell', 'Phil Reeves', 'Kamala Jones', 'K. Harrison Sweeney', 'Brian Gallivan', 'Steven M. Gagnon', 'Katheryn Cain', 'Lauren Schuchman', 'Jane Bartelme', 'Darcy Rose Byrnes', 'Eshaya Draper', 'Sarah Scott Davis', 'Floyd Levine', 'Bunny Levine', 'Brian R. Norris']",Brian Robbins,40000000.0,22044277.0,0.551106925
Anaconda,1997-04-11,1997,14.386089,624.0,4.8,"['Jennifer Lopez', 'Ice Cube', 'Jon Voight', 'Eric Stoltz', 'Owen Wilson', 'Jonathan Hyde', 'Kari Wuhrer', 'Vincent Castellanos', 'Danny Trejo', 'Frank Welker']",Luis Llosa,45000000.0,136885767.0,3.041905933333333
Unbroken,2014-12-25,2014,10.543955,1437.0,7.3,"[""Jack O'Connell"", 'Domhnall Gleeson', 'Garrett Hedlund', 'Miyavi', 'Finn Wittrock', 'Jai Courtney', 'Maddalena Ischiale', 'Vincenzo Amato', 'John Magaro', 'Luke Treadaway', 'Louis McIntosh', 'Ross Anderson', 'C.J. Valleroy', ""John D'Leo"", 'Alex Russell', 'Jordan Patrick Smith', 'Spencer Lofranco', 'Stephen J. Douglas', 'Marcus Vanco', 'Dylan James Watson', 'Ryan Ahern', 'Ross Langley', 'Michael Whalley', 'Sophie Dalah', 'Morgan Griffin', ""Sean O'Donnell"", 'Savannah Lamble', 'Travis Jeffery', 'James McEnery', 'Stephen Stanton', 'Talia Mano', 'Yutaka Izumihara', 'Hisa Goto', 'Hiroshi Kasuga', 'Akira Fujii', 'Chris Proctor', 'Shinji Ikefuji', 'Brodie Henson', 'Shingo Usami', 'Stefan Mogel', 'Clay Zamperini', 'Jess Terrell', 'Sean-Ryan Petersen', 'Toby Fuller', 'Conor Fogarty', 'Jack Marshall', 'Taki Abe', 'Keiichi Enomoto', 'Taka Uematsu', 'Yoji Tatsuta', 'John Michael Burdon', 'Ben Rossberg', 'Sean Edward Frazer', 'Yoshinao Aonuma', 'James Storer', 'Joel Knights', 'Kristopher Bos', 'Katsu Nojiri', 'Matt Hurley', 'Shane Leckenby', 'Connor Clarke', 'Steven Carnuccio', 'Matthew Crocker', 'Connor Zegenhagen', 'Nicholas Farris', 'Sarah Alison', 'Mathew Hislop', 'Matthew McConnell', 'Dougal Walker', 'Jack Alcock', 'Darren Wyer', 'Andy de Lore', 'Mitch Christen', 'Matt Clayton', 'Graeme Ford', 'Darren Gallagher', 'Kent Lee', 'Beau Paley', 'Craig Walker']",Angelina Jolie,65000000.0,163442937.0,2.514506723076923
Airplane!,1980-07-02,1980,13.063203,1104.0,7.1,"['Robert Hays', 'Julie Hagerty', 'Kareem Abdul-Jabbar', 'Lloyd Bridges', 'Peter Graves', 'Leslie Nielsen', 'Lorna Patterson', 'Robert Stack', 'Stephen Stucker', 'Jim Abrahams', 'Frank Ashmore', 'Jonathan Banks', 'Craig Berenson', 'Barbara Billingsley', 'Lee Bryant', 'Joyce Bulifant', 'Mae E. Campbell', 'Ethel Merman', 'Jimmie Walker', 'Jill Whelan', 'Kitten Natividad', 'Nora Meerbaum', 'Kenneth Tobey']",Jim Abrahams,3500000.0,83453539.0,23.843868285714287
Virgin Territory,2007-12-17,2007,6.100498,75.0,4.3,"['Ryan Cartwright', 'Hayden Christensen', 'Mischa Barton', 'Jay Villiers', 'Simone Spinazzè', 'Christopher Egan', 'Tim Roth', 'Craig Parkinson', 'Silvia Colloca', 'Chiara Gensini', 'Katy Louise Saunders', 'Elisabetta Canalis']",David Leland,38000000.0,5410749.0,0.14238813157894736
Prometheus,2012-05-30,2012,16.624854,5152.0,6.3,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce', 'Idris Elba', 'Logan Marshall-Green', 'Charlize Theron', 'Lucy Hutchinson', 'Sean Harris', 'Rafe Spall', 'Kate Dickie', 'Emun Elliott', 'Benedict Wong', 'Patrick Wilson', 'Ian Whyte', 'Branwell Donaghey', 'Vladimir Furdik', 'C.C. Smiff', 'Shane Steyn', 'John Lebar', 'Anil Biltoo', 'Giannina Facio', 'James Embree', 'Robin Atkin Downes', 'Louisa Staples', 'Annie Penn', 'Daniel James']",Ridley Scott,130000000.0,403170142.0,3.1013087846153846
Sing Street,2016-03-11,2016,10.672862,669.0,8.0,"['Ferdia Walsh-Peelo', 'Lucy Boynton', 'Maria Doyle Kennedy', 'Aidan Gillen', 'Jack Reynor', 'Kelly Thornton', 'Ben Carolan', 'Mark McKenna', 'Percy Chamburuka', 'Conor Hamilton', 'Kyle Bradley Donaldson', 'Karl Rice', 'Ian Kenny', 'Don Wycherley', 'Lydia McGuinness', 'Connor Hamilton', 'Pádraig J. Dunne', 'Marcella Plunkett', 'Keith McErlean', 'Eva-Jane Gaffney', 'Des Keogh', 'Kian Murphy', 'Peter Campion', 'Paul Roe']",John Carney,4000000.0,13624522.0,3.4061305
Out of the Furnace,2013-12-06,2013,6.760321,731.0,6.5,"['Christian Bale', 'Zoe Saldana', 'Woody Harrelson', 'Sam Shepard', 'Willem Dafoe', 'Forest Whitaker', 'Casey Affleck', 'Boyd Holbrook', 'Tom Bower', 'Gordon Michaels', 'Jack Erdie', 'Efka Kvaraciejus', 'Charles David Richards', ""Bingo O'Malley"", 'Dendrie Taylor', 'Nancy Mosser', 'Carl Ciarfalio', 'Bobby Wolfe', 'Corey Rieger', 'Jason Greear', 'Tommy Lafitte', 'Georin Aquila', 'Matt Baker', 'Todd Bobenrieth', 'Ryan C. Bogdewic', 'Zachary Bolen', 'Lonell R. Childred', 'Carl Clemons', 'Julian Curi', 'Dicky Eklund Jr.', 'Joe Fishel', 'Vito Grassi', 'John W. Iwanonkiw', 'William Kania', 'Mark Kubr', 'Efka Kvaraciejus', 'Tiffany Sander McKenzie', 'Phil Nardozzi', 'James Quinn', 'Brenna Roth', 'Aaron Toney']",Scott Cooper,22000000.0,15400000.0,0.7
The Ewok Adventure,1985-02-13,1985,5.056089,46.0,5.9,"['Aubree Miller', 'Fionnula Flanagan', 'Warwick Davis', 'Tony Cox', 'Debbie Lee Carrington', 'Daniel Frishman', 'Guy Boyd', 'Kevin Thompson', 'Burl Ives', 'Margarita Fernández', 'Eric Walker']",John Korty,3000000.0,0.0,0.0
Powaqqatsi,1988-04-29,1988,2.726061,37.0,7.4,[],Godfrey Reggio,2500000.0,589244.0,0.2356976
Scream,1996-12-20,1996,13.326443,1520.0,7.0,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Matthew Lillard', 'Rose McGowan', 'Skeet Ulrich', 'Drew Barrymore', 'Jamie Kennedy', 'W. Earl Brown', 'Joseph Whipp', 'Liev Schreiber', 'Roger L. Jackson', 'Kevin Patrick Walls', 'David Booth', 'Lawrence Hecht', 'Frances Lee McCain', 'Henry Winkler', 'Linda Blair', 'Wes Craven']",Wes Craven,14000000.0,173046663.0,12.360475928571429
Almost Famous,2000-09-15,2000,9.086699,807.0,7.4,"['Kate Hudson', 'Billy Crudup', 'Frances McDormand', 'Jason Lee', 'Patrick Fugit', 'Zooey Deschanel', 'Michael Angarano', 'Anna Paquin', 'Fairuza Balk', 'Noah Taylor', 'Philip Seymour Hoffman', 'Jimmy Fallon', 'Rainn Wilson', 'Jay Baruchel', 'John Fedevich', 'Mark Kozelek', 'Liz Stauber', 'Olivia Rosewood', 'Bijou Phillips', 'Pauley Perrette', 'Peter Frampton', 'Mark Pellington', 'Eion Bailey', 'J.J. Cohen', 'Gary Kohn', 'Ray Porter', 'Alice Marie Crowe', 'Erin Foley', 'Terry Chen', 'Mitch Hedberg', 'Jesse Caron', 'Zack Ward', 'Devin Corey', 'Pete Droge', 'Elaine Summers', 'Kevin Sussman', 'Tom Riis Farrell', 'John Patrick Amedori', 'Julia Decker', 'Brian Vaughan', 'Anthony Martelli', 'Susan Yeagley', 'Holly Maples', 'Michelle Moretti', 'Eric Stonestreet']",Cameron Crowe,60000000.0,47383689.0,0.78972815
Chronicle,2012-02-01,2012,12.47441,1965.0,6.6,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan', 'Michael Kelly', 'Anna Wood', 'Ashley Grace', 'Joe Vaz', 'Luke Tyler', 'Crystal-Donna Roberts']",Josh Trank,15000000.0,145000000.0,9.666666666666666
Area 51,2015-05-15,2015,6.055594,157.0,4.3,"['Reid Warner', 'Darrin Bragg', 'Ben Rovner', 'Jelena Nik', 'Roy Abramsohn', 'Frank Novak', 'Glenn Campbell', 'Concepcion West', 'James Decker', 'Patrick Sullivan', 'David Thornsberry', 'Jenna Thornsberry', 'Amelia Thornsberry', 'Sandra Staggs', 'Wray Featherstone', 'Jennefer Folsom', 'Suze Lanier-Bramlett', 'Saxton Cole Hurley', 'Bradley Laise', 'Jolene Andersen']",Oren Peli,5000000.0,0.0,0.0
UHF,1989-07-21,1989,5.039273,90.0,6.7,"['""Weird Al"" Yankovic', 'Victoria Jackson', 'Michael Richards', 'David Bowe', 'Fran Drescher', 'Kevin McCarthy', 'Anthony Geary', 'Billy Barty', 'Trinidad Silva', 'Emo Philips']",Jay Levey,5000000.0,0.0,0.0
Android Apocalypse,2006-06-24,2006,1.179,12.0,4.1,"['Wendy Anderson', 'Scott Bairstow', 'Shannon Jardine', 'Joey Lawrence', 'Amy Matysio', 'Darla Middlebrook', 'Ian Black', 'Brian Dueck', 'Mike Fleischhaker', 'Brian Hlushko', 'Chris Jericho', 'Neil Krause', 'Joseph Lawrence', 'Corey Livingstone', 'Anne Bedian', 'Terrance Leigh']",Paul Ziller,1000000.0,0.0,0.0
Ocean's Twelve,2004-12-09,2004,11.869347,2169.0,6.4,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones', 'Julia Roberts', 'Andy García', 'Casey Affleck', 'Scott Caan', 'Shaobo Qin', 'Bernie Mac', 'Don Cheadle', 'Matt Damon', 'Carl Reiner', 'Eddie Jemison', 'Elliott Gould', 'Robbie Coltrane', 'Jeroen Krabbé', 'Vincent Cassel', 'Eddie Izzard', 'Bruce Willis', 'Cherry Jones', 'Albert Finney', 'Adriano Giannini', 'Johan Widerberg', 'Luciano Miele', 'Antonio De Matteo', 'Giselda Volodi', 'Mattia Sbragia']",Steven Soderbergh,110000000.0,362744280.0,3.2976752727272727
A Most Violent Year,2014-12-30,2014,17.187708,550.0,6.5,"['Oscar Isaac', 'Jessica Chastain', 'Albert Brooks', 'Elyes Gabel', 'David Oyelowo', 'Alessandro Nivola', 'Catalina Sandino Moreno', 'Peter Gerety', 'Ashley Williams', 'John Procaccino', 'Jerry Adler', 'Glenn Fleshler', 'Annie Funke', 'Matthew Maher', 'David Margulies', 'Pico Alexander', 'Elizabeth Marvel', 'Daisy Tahan', 'Giselle Eisenberg', 'Christopher Abbott', 'Taylor Richardson', 'Ben Rosenfield']",J.C. Chandor,20000000.0,12007070.0,0.6003535
The Robber,2010-02-14,2010,1.824255,31.0,6.7,"['Andreas Lust', 'Michael Welz', 'Franziska Weisz', 'Florian Wotruba', 'Johann Bednar', 'Markus Schleinzer', 'Peter Vilnai', 'Max Edelbacher']",Benjamin Heisenberg,3900000.0,208475.0,0.053455128205128204
Nothing But the Truth,2008-12-19,2008,8.719145,134.0,6.9,"['Kate Beckinsale', 'Matt Dillon', 'Angela Bassett', 'Alan Alda', 'Preston Bailey', 'Vera Farmiga', 'David Schwimmer', 'Courtney B. Vance', 'Noah Wyle', 'Floyd Abrams', 'Kristen Bough', 'Merle Dandridge', 'Kelly Holleman']",Rod Lurie,11500000.0,186702.0,0.01623495652173913
The Tourist,2010-12-08,2010,12.845045,1744.0,6.0,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton', 'Steven Berkoff', 'Rufus Sewell', 'Christian De Sica', 'Alessio Boni', 'Daniele Pecci', 'Giovanni Guidelli', 'Raoul Bova', 'Bruno Wolkowitch', 'Julien Baumgartner', 'François Vincentelli', 'Clément Sibony', 'Jean-Claude Adelin', 'Jean-Marie Lamour', 'Nicolas Guillot', 'Mhamed Arezki', 'Igor Jijikine', 'Vladimir Orlov', 'Vladimir Tevlovski', 'Alec Utgoff', 'Mark Zak', 'Neri Marcorè', 'Gabriele Gallinari', 'Riccardo De Torrebruna', 'Maurizio Casagrande', 'Nino Frassica', 'Gwilym Lee', 'Steven Robertson', 'Iddo Goldberg', 'Renato Scarpa', 'Giancarlo Previati', 'Giovanni Esposito', 'Marino Narduzzi', 'Tino Giada', 'Bruno Bilotta', 'Ralf Moeller', 'Marc Ruchmann', 'Massimiliano Belsito', 'Francesca Nerozzi', 'Romina Carancini', 'Jennifer Iacono', 'Claudia Mancinelli', 'Anoushka Ravanshad']",Florian Henckel von Donnersmarck,100000000.0,278731369.0,2.78731369
Brewster's Millions,1985-05-22,1985,6.526379,144.0,6.5,"['Richard Pryor', 'John Candy', 'Lonette McKee', 'Stephen Collins', 'Jerry Orbach', 'Pat Hingle', 'Tovah Feldshuh', 'Hume Cronyn', 'Joe Grifasi', 'Peter Jason', 'David White', 'Ji-Tu Cumbuka', 'Rick Moranis', 'Yakov Smirnoff', 'Lin Shaye', 'Grand L. Bush', 'Milt Kogan', 'David Wohl', 'Jerome Dempsey']",Walter Hill,20000000.0,45833132.0,2.2916566
The Long Kiss Goodnight,1996-10-11,1996,14.482345,323.0,6.4,"['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima', 'Craig Bierko', 'Tom Amandes', 'Brian Cox', 'Patrick Malahide', 'David Morse', 'Joseph McKenna', 'Melina Kanakaredes', 'Rex Linn', 'Alan North', 'Dan Warry-Smith', 'Kristen Bone', 'Jennifer Pisana']",Renny Harlin,65000000.0,89456761.0,1.3762578615384615
In the Land of Women,2007-04-16,2007,9.351276,163.0,5.8,"['Meg Ryan', 'Kristen Stewart', 'Adam Brody', 'JoBeth Williams', 'Olympia Dukakis', 'Makenzie Vega Norfolk', 'Elena Anaya', 'Kelsey Keel', 'Danielle Savre', 'Gia Mantegna', 'Rob Reinis', 'Dustin Milligan', 'Graham Wardle', 'Elise Gatien', 'Christine Danielle', 'Beau Mirchoff', 'Clark Gregg', 'Ilyse Mimoun', 'Ginnifer Goodwin', 'Karin Konoval', 'Jeff Cunningham', 'Tamara Lovegrove', 'Brittany Starling', 'Kristin Ruff-Frederickson', 'Mike Vardy']",Jon Kasdan,10000000.0,17500000.0,1.75
